,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track_Popularity,Artist_Popularity,Duration_ms,Time Signature
178,2017,Banda Sinaloense MS de Sergio Lizárraga,Tu Postura,0.779,0.373,2,-7.968,1,0.0372,0.226,6.41e-06,0.0978,0.499,119.946,73,82,281400,4
179,2010,Breaking Benjamin,Blow Me Away - Soundtrack Version,0.533,0.957,5,-3.526,1,0.0573,0.000761,0.00244,0.115,0.462,99.079,54,75,205680,4
180,2014,Whirr,Ease,0.282,0.941,4,-5.597,0,0.0535,0.000832,0.774,0.156,0.406,159.221,39,39,206533,4
181,2017,Action Bronson,The Choreographer,0.328,0.836,7,-6.613,1,0.372,0.0529,0.000126,0.49,0.451,98.59,47,69,192072,4
182,2004,Susan Tedeschi,"Don't Think Twice, It's All Right - Live",0.461,0.418,0,-7.076,1,0.0444,0.596,1.5e-06,0.973,0.338,80.773,43,50,274013,4
183,2009,J. Holiday,Forever Ain't Enough,0.661,0.366,7,-8.176,1,0.0415,0.588,0.0,0.134,0.357,129.744,43,61,262757,4
184,2017,BROCKHAMPTON,LIQUID,0.639,0.631,4,-5.98,0,0.107,0.423,0.000251,0.709,0.531,140.121,54,80,82286,4
185,2004,Simon & Garfunkel,"Tom and Jerry Story - Live at Madison Square Garden, New York, NY - December 2003",0.379,0.561,1,-24.314,1,0.741,0.887,7.46e-05,0.395,0.0383,105.877,40,74,134213,4
186,2014,Pharrell Williams,Come Get It Bae,0.934,0.798,0,-5.665,1,0.0849,0.266,4.54e-05,0.0962,0.895,120.162,60,82,201933,4
187,2016,Ty Dolla $ign,Wavy (feat. Joe Moses),0.75,0.491,11,-8.326,1,0.117,0.0898,0.0,0.109,0.711,105.008,69,89,187671,4
188,2017,Lorde,Hard Feelings/Loveless,0.487,0.445,1,-10.959,0,0.113,0.0328,0.0104,0.0778,0.18,97.031,60,79,367391,4
189,2006,Third Eye Blind,10 Days Late - 2006 Remastered Version,0.566,0.898,5,-6.435,1,0.0479,0.0001,0.00506,0.133,0.619,97.198,26,68,184933,4
190,2011,Alestorm,Scraping the Barrel,0.262,0.869,5,-4.994,0,0.039,0.000159,2.33e-06,0.389,0.352,90.771,28,61,279653,5
191,2002,Angelo DeBarre,Valse De Bamboula,0.667,0.362,0,-14.847,0,0.0448,0.795,0.909,0.108,0.839,116.958,35,40,167915,4
192,2017,SAINt JHN,Some Nights,0.752,0.403,6,-7.876,0,0.128,0.614,0.000135,0.109,0.384,82.023,55,66,156585,4
193,2009,Justin Bieber,Love Me,0.704,0.872,5,-3.29,0,0.0794,0.00879,0.0,0.241,0.714,124.939,59,90,191573,4
194,2013,Retch,Since My Dog Died,0.555,0.693,6,-7.87,1,0.491,0.211,0.0,0.271,0.666,80.381,35,41,166441,4
195,2015,Jauz,Deeper Love,0.619,0.869,9,-4.805,1,0.0773,0.00427,1.93e-06,0.38,0.527,125.257,48,64,230400,4
196,2004,George Strait,The Chill Of An Early Fall - Edit,0.426,0.344,5,-11.867,1,0.0263,0.541,9.89e-05,0.124,0.277,149.107,35,73,196293,4
197,2014,Varien,Moonlight (feat. Aloma Steele),0.536,0.9,8,-4.595,0,0.0585,0.0352,0.0181,0.103,0.186,140.076,40,49,240239,4
198,2006,Various Artists,Presence,0.318,0.0657,8,-18.318,1,0.0337,0.952,0.162,0.0733,0.0374,137.413,45,8,415387,1
199,2005,Sean Price,Boom Bye Yeah,0.719,0.863,4,-3.266,0,0.396,0.0572,1.51e-05,0.0603,0.503,94.249,41,53,193667,4
200,2000,John Martyn,Don't Want To Know,0.634,0.288,2,-12.955,0,0.0331,0.55,0.146,0.108,0.512,110.243,38,51,181439,4
201,2017,Christian Nodal,Probablemente,0.659,0.459,7,-5.74,1,0.0289,0.345,0.0,0.0908,0.604,80.109,53,75,233533,4
202,2006,Arctic Monkeys,Cigarette Smoker Fiona,0.372,0.841,9,-7.184,0,0.206,0.000654,2.36e-05,0.0633,0.322,143.283,34,85,176547,4
203,2011,Shook Twins,Window (feat. The Bucky Walters),0.548,0.539,6,-9.671,0,0.0366,0.73,0.421,0.184,0.741,175.813,30,42,247840,4
204,2007,The Dear Hunter,The Lake South,0.535,0.153,9,-13.012,0,0.0323,0.959,0.907,0.137,0.196,120.134,27,53,103613,3
205,2017,El Fantasma,Los Corridones (En Vivo),0.92,0.381,7,-6.004,1,0.287,0.702,0.000116,0.0448,0.963,117.159,56,74,137163,3
206,2000,Roger Waters,Comfortably Numb - Live,0.395,0.552,7,-8.831,1,0.0315,0.0741,0.25,0.99,0.314,127.044,35,61,490427,4
207,2014,Various Artists,Shine a Light (Reprise),0.778,0.601,1,-5.376,0,0.0549,0.405,0.0,0.14,0.966,121.813,51,8,42173,4
208,2015,Jason Derulo,Try Me (feat. Jennifer Lopez & Matoma),0.579,0.68,8,-5.634,1,0.076,0.0157,0.0,0.0699,0.211,100.033,61,85,200240,4
209,2012,Mother Mother,Dread In My Heart,0.615,0.436,3,-10.162,1,0.0289,0.836,0.0,0.433,0.626,106.099,41,65,151507,4
210,2005,Minus the Bear,The Pig War,0.356,0.759,0,-6.024,1,0.0524,0.0913,0.000666,0.061,0.653,148.305,29,53,278320,4
211,2014,Kip Moore,Hang A While - Live From Soundcheck,0.572,0.665,1,-6.171,1,0.0249,0.113,6.56e-06,0.0764,0.64,139.956,38,68,249867,4
212,2008,K-Paz De La Sierra,Mi Vecinita - En Vivo Desde México Auditorio Nacional/2008,0.657,0.86,0,-7.171,1,0.129,0.735,0.0,0.318,0.911,154.723,34,58,199587,1
213,2014,BONES,WhereTheTreesMeetTheFreeway,0.77,0.273,1,-14.79,1,0.11,0.288,5.07e-05,0.0919,0.0375,96.978,49,69,175250,4
214,2000,Jerry Butler,I Dig You Baby,0.463,0.608,5,-7.356,1,0.0532,0.47,1.22e-05,0.77,0.685,92.141,20,47,163307,4
215,2003,OutKast,Roses,0.761,0.694,0,-4.704,1,0.0564,0.00699,1.08e-05,0.117,0.449,108.977,20,76,369320,4
216,2014,Revolver Cannabis,Ivan El Terrible,0.745,0.611,8,-9.552,1,0.0721,0.532,0.0,0.0434,0.958,123.478,41,63,182520,4
217,2010,John Powell,Dragon's Den,0.4,0.462,11,-11.369,1,0.0407,0.346,0.717,0.0385,0.238,108.952,39,63,149293,4
218,2002,Black Star,Thieves In The Night,0.79,0.608,1,-6.9,1,0.275,0.21,0.0,0.0549,0.568,92.147,51,53,316933,4
219,2006,Bitter:Sweet,The Mating Game,0.751,0.603,0,-6.329,0,0.0448,0.396,0.000395,0.168,0.776,117.613,34,4,204267,4
220,2015,Blake Shelton,Doin' What She Likes,0.581,0.767,10,-6.28,1,0.0406,0.157,0.0,0.278,0.832,152.011,44,75,222613,4
221,2001,Mary J. Blige,Never Been,0.644,0.736,9,-9.462,0,0.276,0.455,3.79e-06,0.227,0.672,82.808,26,72,243293,4
222,2011,Russell Dickerson,Something Good,0.487,0.821,7,-3.581,1,0.0383,0.111,0.0,0.4,0.764,148.01,32,67,213949,4
223,2000,The Corrs,Rebel Heart,0.458,0.396,9,-10.159,1,0.0309,0.569,0.127,0.0999,0.32,119.745,29,64,248173,4
224,2003,Alison Krauss & Union Station,Forget About It - Live,0.464,0.472,4,-12.464,1,0.0354,0.251,3.26e-05,0.784,0.0958,93.648,24,56,198253,4
225,2011,Glee Cast,ABC (Glee Cast Version),0.753,0.948,1,-2.901,0,0.0781,0.16,0.0,0.353,0.771,99.009,41,78,174000,4
226,2007,Jean-Yves Thibaudet,Gianni Schicchi - Arr. Mikhashoff: O mio babbino caro,0.233,0.0242,3,-28.831,1,0.0528,0.993,0.846,0.133,0.0805,69.908,46,64,172431,1
227,2003,Amy Winehouse,Moody's Mood For Love,0.585,0.645,7,-6.746,1,0.201,0.0544,1.47e-06,0.129,0.491,72.994,34,79,169933,4
228,2011,blink-182,Up All Night,0.485,0.879,9,-5.186,1,0.0609,0.000308,4.84e-05,0.0654,0.413,156.046,35,80,199707,4
229,2005,Tony Yayo,We Don't Give A Fuck,0.388,0.919,9,-3.207,1,0.408,0.167,0.0,0.036,0.325,176.641,31,52,221040,4
230,2012,Vallenatos Nativos,Traicionera,0.787,0.54,2,-6.973,1,0.0498,0.492,0.000654,0.181,0.967,129.949,34,26,214840,4
231,2011,In Flames,Fear Is The Weakness,0.494,0.955,3,-4.511,0,0.103,1.33e-05,0.0073,0.0752,0.351,95.014,44,67,245168,4
232,2007,Various Artists,Yo Quiero Saber,0.847,0.897,6,-4.758,0,0.0575,0.14,9.96e-06,0.229,0.859,95.013,39,8,176200,4
233,2008,Switchfoot,Learning To Breathe,0.515,0.91,7,-3.286,1,0.033,0.0004,0.0203,0.2,0.519,77.978,34,64,275720,4
234,2010,Brad Paisley,Waitin' On a Woman (Live),0.448,0.663,0,-6.912,1,0.0329,0.209,0.000476,0.895,0.307,78.346,34,70,337800,4
235,2008,Slightly Stoopid,The Fruites,0.584,0.688,0,-7.283,1,0.0438,0.00717,0.667,0.132,0.784,160.837,25,65,139613,4
236,2012,Sabaton,Gott Mit Uns - English Version,0.436,0.942,10,-3.447,1,0.0516,0.00128,0.00138,0.406,0.444,134.98,50,72,195480,4
237,2012,Various Artists,Angels We Have Heard On High - (Traditional),0.306,0.287,7,-9.459,1,0.0295,0.773,0.000671,0.0781,0.325,88.205,33,8,250587,4
238,2011,Pastor Lopez,Sorbito De Champagne,0.786,0.785,7,-4.101,1,0.036,0.635,0.000883,0.0351,0.701,112.187,40,52,211133,4
239,2000,Dead Prez,Be Healthy,0.78,0.482,2,-8.6,0,0.321,0.461,0.0,0.217,0.669,85.978,37,53,154160,4
240,2002,Michael Card,Lullaby For The Unborn,0.415,0.111,2,-16.883,1,0.0419,0.942,6.73e-06,0.122,0.283,99.984,24,44,111093,3
241,2015,Alfredo Olivas,El Inicio Del final,0.644,0.537,4,-6.378,0,0.062,0.685,0.0,0.103,0.585,154.771,52,72,257160,4
242,2013,Generationals,Put a Light On,0.688,0.771,1,-4.463,1,0.0291,0.056,0.000106,0.0561,0.481,100.01,65,62,226933,4
243,2009,Dan Auerbach,When the Night Comes,0.43,0.333,3,-13.046,1,0.0326,0.661,0.0142,0.35,0.39,128.165,37,62,236173,4
244,2015,Kygo,Sexual Healing - Kygo Radio Edit,0.659,0.796,0,-7.29,0,0.0347,0.567,0.0506,0.141,0.486,100.975,49,88,184760,4
245,2003,Ludacris,Southern Fried Intro,0.608,0.884,10,-4.697,0,0.186,0.304,0.0,0.0911,0.723,145.945,32,77,235533,4
246,2007,Sea Wolf,Leaves in the River,0.587,0.34,1,-14.614,1,0.0349,0.852,0.000224,0.364,0.513,135.775,35,49,300080,4
247,2001,Avalanch,Antojo de un Dios,0.48,0.543,10,-7.655,0,0.0283,0.0325,8.02e-06,0.145,0.154,129.934,35,57,378240,4
248,2009,Various Artists,I Put A Spell On You,0.388,0.556,3,-9.077,0,0.0361,0.177,2.12e-06,0.109,0.519,129.784,30,8,217987,4
249,2000,Musiq Soulchild,The Ingredients Of Love,0.64,0.734,8,-5.891,0,0.296,0.28,0.0,0.137,0.649,78.174,18,62,236560,4
250,2000,Chieli Minucci,Sweet On You,0.728,0.739,9,-8.594,1,0.0302,0.355,0.719,0.337,0.754,130.05,25,39,258533,4
251,2006,Motion City Soundtrack,Everything Is Alright,0.435,0.95,8,-3.869,1,0.106,0.000494,0.0,0.317,0.457,160.987,32,58,207634,4
252,2000,Alkaline Trio,You've Got So Far To Go,0.306,0.928,9,-6.286,1,0.0929,0.0112,0.000836,0.0836,0.455,154.95,33,62,194787,4
253,2009,Mötley Crüe,Shout At The Devil,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,42,69,195853,4
254,2012,The Beach Boys,Don't Worry Baby - Stereo,0.505,0.389,4,-10.887,1,0.0301,0.363,2.27e-05,0.168,0.852,120.957,36,74,170933,4
255,2007,Tiësto,Bright Morningstar,0.546,0.737,4,-7.703,1,0.0344,0.0133,0.898,0.0878,0.0424,132.014,26,83,500000,4
256,2009,Arlindo Cruz,Meu Lugar,0.323,0.655,0,-7.412,1,0.0375,0.676,0.0,0.767,0.657,164.77,55,59,268240,4
257,2001,Michael Kamen,Nixon's Walk - Instrumental,0.173,0.105,8,-20.825,1,0.0517,0.849,0.886,0.127,0.051,116.989,31,57,134267,4
258,2002,Demon Hunter,Screams of the Undead,0.25,0.923,0,-3.767,1,0.191,4.57e-05,0.000156,0.381,0.341,190.107,21,55,274960,4
259,2012,Ken Ashcorp,Supernatural,0.377,0.592,9,-8.805,1,0.0329,0.0119,0.0,0.112,0.417,87.625,40,51,257727,4
260,2006,Iron Maiden,The Longest Day,0.273,0.876,4,-8.428,0,0.0654,0.0026,0.00354,0.126,0.344,105.797,26,76,467827,4
261,2005,Tom Vek,C-C (You Set The Fire In Me),0.356,0.821,0,-2.75,1,0.0439,0.0239,0.0618,0.128,0.446,206.063,29,35,271680,4
262,2000,Rancid,I Am Forever,0.289,0.998,6,-1.997,1,0.214,0.00273,0.0,0.262,0.239,175.585,23,62,63227,4
263,2005,Various Artists,Crystal Clear,0.573,0.354,7,-10.022,0,0.0535,0.605,0.0785,0.0936,0.622,170.021,35,8,265493,4
264,2009,Various Artists,Forest Battle,0.343,0.582,7,-12.835,0,0.0586,0.175,0.845,0.0759,0.222,90.027,35,8,124907,4
265,2008,The Nerves,When You Find Out,0.727,0.942,5,-6.473,1,0.044,0.169,1.98e-06,0.106,0.973,162.161,34,35,120787,4
266,2012,Los Telez,Intentalo Tu,0.783,0.566,2,-6.422,1,0.105,0.233,0.000181,0.0546,0.829,77.015,34,51,212693,4
267,2008,Sawyer Brown,Six Days On The Road,0.547,0.887,7,-2.696,1,0.0518,0.136,0.0,0.142,0.84,165.479,36,52,173427,4
268,2000,Marcos Witt,Con Tu sangre,0.38,0.48,2,-5.915,1,0.0276,0.208,5.05e-05,0.102,0.189,115.862,26,63,406988,4
269,2011,Sum 41,Blood In My Eyes,0.229,0.914,4,-5.468,0,0.0593,0.000566,0.0101,0.459,0.296,97.513,45,72,256707,3
270,2005,Alabama,Dixieland Delight - Single Edit,0.464,0.405,7,-12.538,1,0.033,0.208,1.1e-05,0.0611,0.514,95.852,61,65,236427,4
271,2004,Various Artists,Hot Chocolate,0.833,0.864,7,-5.272,1,0.177,0.0746,0.0,0.131,0.598,125.018,30,8,151160,4
272,2017,Scotty Sire,My Life Sucks,0.713,0.677,2,-6.324,1,0.375,0.101,0.0,0.0786,0.771,164.185,56,61,195389,4
273,2009,Demi Lovato,Everything You're Not,0.438,0.871,5,-6.13,0,0.24,0.00372,0.0,0.0888,0.542,191.971,37,87,223173,4
274,2014,Lady Antebellum,Just A Girl,0.418,0.876,3,-4.694,0,0.0321,0.0479,3.65e-06,0.0862,0.636,194.017,39,70,217880,4
275,2017,ayokay,Too Young,0.648,0.433,6,-9.192,1,0.0435,0.29,0.0,0.0542,0.57,93.973,58,66,203027,4
276,2014,Yo Gotti,Errrbody,0.875,0.531,2,-6.046,1,0.0585,0.221,0.0,0.0498,0.22,103.965,50,77,261133,4
277,2004,Archive,Fuck U,0.581,0.772,9,-5.868,0,0.0364,0.0922,2.29e-06,0.321,0.185,100.024,40,47,311986,4
278,2012,Banda Carnaval,Bote De Cerveza,0.799,0.785,10,-3.571,1,0.157,0.185,1.95e-05,0.0882,0.851,140.028,34,63,179120,4
279,2004,Bill Charlap Trio,It's Love,0.539,0.331,7,-13.609,1,0.0422,0.512,0.6,0.0699,0.455,106.459,29,48,342080,4
280,2017,Ed Sheeran,Shape of You (Major Lazer Remix) [feat. Nyla & Kranium],0.682,0.812,1,-2.691,0,0.118,0.00574,0.0,0.0553,0.347,104.891,61,93,192000,4
281,2009,Weezer,Say It Ain't So,0.634,0.413,3,-8.582,1,0.0303,0.00323,2.07e-05,0.0854,0.448,76.03,37,75,258800,4
282,2013,Dur-Dur Band,Dooyo,0.73,0.41,10,-10.186,0,0.481,0.903,0.922,0.122,0.885,120.867,40,37,229735,4
283,2008,Yung L.A.,Ain't I - main voc up,0.665,0.826,11,-3.126,1,0.116,0.141,0.0,0.0926,0.541,77.504,39,34,252093,4
284,2014,King Lil G,Ak47,0.749,0.517,11,-11.502,1,0.295,0.47,0.0,0.136,0.15,119.901,52,62,227987,4
285,2014,Various Artists,Candy Store,0.728,0.525,1,-5.91,0,0.171,0.585,0.0,0.0962,0.779,141.855,62,8,172827,4
286,2001,Johnny Maddox,The Crazy Otto Medley,0.494,0.575,3,-8.398,1,0.0408,0.875,0.964,0.16,0.948,123.849,32,23,172613,4
287,2016,The Lonely Island,F**k Off - BONUS TRACK,0.683,0.799,11,-4.343,0,0.164,0.0555,0.0,0.0847,0.832,143.95,50,66,144813,4
288,2013,Nirinjan Kaur,Chattr Chakkr Vartee,0.532,0.265,0,-14.346,0,0.0331,0.852,7.3e-06,0.123,0.264,146.049,49,50,415747,3
289,2007,Atreyu,A Song For The Optimists,0.202,0.804,0,-6.246,0,0.0471,1.73e-05,0.208,0.171,0.408,82.706,27,65,279360,4
290,2008,Mischief Brew,Bury Me in Analog,0.674,0.745,7,-6.829,1,0.0475,0.0234,1.45e-06,0.138,0.911,126.321,28,43,170053,4
291,2010,Nicholas Hooper,Dumbledore's Speech,0.264,0.0206,0,-32.948,0,0.0391,0.855,0.976,0.0523,0.0325,64.021,36,60,91893,3
292,2014,D'Angelo,Prayer,0.69,0.602,1,-8.43,1,0.0887,0.0588,0.0326,0.0649,0.791,82.85,40,0,272933,4
293,2017,Big Sean,Owe Me,0.611,0.611,8,-8.751,1,0.143,0.388,0.0,0.113,0.38,142.187,57,85,271693,4
294,2017,Bryson Tiller,Run Me Dry,0.633,0.756,9,-8.994,0,0.505,0.407,8.44e-06,0.34,0.595,193.993,51,81,169253,4
295,2013,Pasabordo,Brindo por Ella,0.599,0.877,1,-5.987,0,0.115,0.0674,0.0,0.0932,0.708,114.344,52,56,192784,4
296,2002,The Band,Life Is A Carnival - Concert Version,0.355,0.986,9,-6.238,1,0.248,0.0187,0.000477,0.999,0.585,174.359,36,67,265800,4
297,2006,Blue Scholars,Wounded Eyes,0.811,0.671,8,-5.676,1,0.197,0.42,3.5e-06,0.341,0.63,82.007,27,44,216640,4
298,2008,Kim Taylor,Build You Up,0.502,0.176,10,-11.648,1,0.0306,0.914,0.0702,0.0962,0.0929,61.143,42,33,204880,4
299,2016,Dan + Shay,Sway,0.453,0.849,9,-4.178,1,0.0364,0.0728,0.0,0.176,0.38,157.955,52,78,189613,4
300,2014,Eric Church,Give Me Back My Hometown,0.619,0.677,1,-7.789,1,0.0295,0.506,0.0592,0.0825,0.5,103.96,58,75,252493,4
301,2011,Breaking Benjamin,Sooner Or Later,0.493,0.859,3,-4.884,1,0.0552,0.00213,0.00563,0.0863,0.39,92.833,39,75,218387,4
302,2000,Guano Apes,Big in Japan,0.481,0.945,3,-6.668,0,0.11,0.000254,0.071,0.33,0.68,120.164,45,52,168467,4
303,2010,Pigeon John,The Bomb - single,0.774,0.817,7,-3.076,1,0.0338,0.0972,2.13e-06,0.143,0.834,93.011,29,48,203667,4
304,2016,John Legend,Love Me Now,0.488,0.762,8,-3.842,1,0.0865,0.591,0.0,0.0763,0.709,123.889,66,82,210293,4
305,2011,AJJ,Skate Park,0.363,0.877,0,-6.079,1,0.102,0.000126,1.01e-06,0.0964,0.356,121.297,31,57,105440,4
306,2010,Kings of Leon,Pickup Truck,0.459,0.624,0,-6.462,1,0.0488,0.351,6.75e-05,0.111,0.352,154.703,53,78,284600,4
307,2012,Grimes,Vowels = space and time,0.701,0.822,6,-6.13,1,0.0366,0.139,0.0526,0.0726,0.752,129.03,37,66,261120,4
308,2015,Hillsong Worship,Love On The Line - Live,0.235,0.496,7,-6.543,1,0.0308,0.101,0.0,0.362,0.0741,171.941,48,77,296680,3
309,2004,La Migra,La Sombra,0.651,0.722,5,-5.428,1,0.0256,0.0176,0.000529,0.141,0.803,96.889,27,42,254000,4
310,2008,Jamey Johnson,Stars In Alabama,0.588,0.345,9,-10.247,1,0.0321,0.307,3.52e-05,0.136,0.279,84.571,40,61,225907,4
311,2011,As I Lay Dying,Hellion,0.159,0.327,8,-5.86,1,0.0363,0.0034,0.862,0.0824,0.289,92.817,33,61,44347,4
312,2004,Ale Möller,Sandpolskan,0.312,0.373,9,-9.325,1,0.0302,0.156,7.23e-06,0.235,0.458,87.295,39,30,185020,4
313,2015,Spencer Elliott,Some Forgotten Color,0.428,0.419,7,-12.898,1,0.0412,0.621,0.707,0.105,0.286,77.7,44,34,289625,4
314,2003,Guster,Silence,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20,53,30400,0
315,2005,Christopher Cross,Think Of Laura,0.514,0.187,1,-14.612,0,0.03,0.841,1.02e-06,0.0917,0.179,172.023,40,63,204755,4
316,2009,Jason Aldean,Love Was Easy,0.538,0.684,2,-3.891,0,0.0287,0.0885,3.13e-06,0.125,0.681,144.933,39,78,214680,4
317,2001,Various Artists,Ol' Crew,0.649,0.652,1,-7.209,1,0.387,0.231,8.89e-06,0.245,0.644,142.212,33,8,233853,3
318,2013,Cymande,Brothers On The Slide,0.789,0.602,7,-10.192,0,0.198,0.3,0.00549,0.0737,0.804,109.923,57,53,251400,4
319,2000,Michael Salgado,Mi Chatita,0.81,0.852,0,-5.75,1,0.0776,0.0352,0.124,0.23,0.94,172.469,19,46,188467,4
320,2012,Lazerhawk,So Far Away,0.533,0.785,4,-7.226,0,0.425,0.0116,0.907,0.147,0.378,94.978,44,51,282022,4
321,2013,Buck Owens,Hello Trouble,0.672,0.49,1,-9.409,1,0.0305,0.724,0.0,0.106,0.906,94.35,37,52,111400,4
322,2005,Pepe Aguilar,Me Vas A Extrañar,0.436,0.36,0,-6.322,1,0.0273,0.7,0.0535,0.322,0.565,155.999,60,73,260830,4
323,2016,Jeff Williams,Cold (feat. Casey Lee Williams),0.241,0.0899,8,-16.286,1,0.0413,0.95,0.0,0.128,0.346,66.872,42,62,206005,4
324,2012,Bruno Mars,Treasure,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,75,90,178560,4
325,2011,Black Star,Fix Up,0.646,0.749,1,-6.114,1,0.265,0.152,3.84e-05,0.419,0.35,93.184,34,53,247775,4
326,2003,Pantera,This Love - Remastered,0.408,0.775,6,-8.457,1,0.0464,0.000466,0.134,0.0997,0.264,104.764,36,70,393120,4
327,2017,Jaden Smith,Watch Me,0.734,0.722,0,-4.872,1,0.071,0.0108,0.000201,0.157,0.229,129.927,64,81,154456,4
328,2002,Elizabeth Mitchell,Goin Down The Road,0.543,0.156,7,-15.684,1,0.0318,0.899,0.0195,0.102,0.361,147.76,27,51,259800,4
329,2000,Death Cab for Cutie,For What Reason,0.329,0.838,9,-7.648,0,0.0787,0.228,0.0487,0.385,0.655,191.377,22,70,172360,4
330,2000,Sacred Spirit,Yane-Heja-Hee,0.608,0.626,2,-10.584,1,0.0318,0.00539,0.0295,0.149,0.074,94.996,30,45,290249,4
331,2002,Wanda Jackson,Long Tall Sally,0.4,0.838,1,-7.777,0,0.067,0.529,4.8e-05,0.0818,0.907,186.991,37,48,119733,4
332,2011,Breathe Carolina,Blackout,0.662,0.819,6,-4.609,1,0.124,0.00537,0.0,0.0498,0.801,122.951,50,68,210200,4
333,2005,Stephen Lynch,Not Home,0.492,0.263,2,-13.325,1,0.21,0.808,0.0,0.709,0.171,79.969,26,49,74947,5
334,2004,Various Artists,Only You-Bad Boy Remix (feat. The Notorious B.I.G. & Mase),0.754,0.523,8,-5.799,1,0.0434,0.00841,0.0,0.126,0.786,95.778,50,8,285453,4
335,2013,Ludovico Einaudi,Burning,0.237,0.166,6,-16.931,0,0.042,0.984,0.957,0.0749,0.0376,128.878,38,78,308760,1
336,2012,Various Artists,Actin' Up - feat. French Montana,0.64,0.847,2,-3.651,1,0.225,0.149,0.0,0.236,0.513,122.82,31,8,238747,4
337,2002,Aroma,Mentiras,0.69,0.581,1,-2.303,1,0.0341,0.305,7.43e-05,0.0788,0.796,156.059,30,39,213093,4
338,2011,Dario Marianelli,"Do You Never Laugh, Miss Eyre?",0.171,0.0566,8,-27.766,1,0.0529,0.97,0.898,0.135,0.0344,116.117,38,68,81147,4
339,2010,OK Go,Last Leaf,0.641,0.184,7,-11.565,1,0.051,0.882,2.4e-05,0.35,0.285,72.505,29,59,153973,4
340,2014,Motionless In White,Dark Passenger,0.482,0.974,9,-3.395,0,0.132,0.000706,3.79e-05,0.107,0.124,110.015,41,62,229467,4
341,2015,I Prevail,Crossroads,0.48,0.955,11,-4.513,0,0.0589,0.000401,3.72e-06,0.371,0.423,159.006,44,65,209533,4
342,2009,The Derek Trucks Band,Down In the Flood,0.551,0.695,0,-7.111,1,0.0323,0.181,0.000154,0.192,0.207,114.136,52,49,302307,4
343,2016,Noah Cyrus,Make Me (Cry) - Acoustic Version,0.604,0.261,0,-7.736,1,0.0598,0.886,0.0,0.142,0.361,77.245,59,77,232907,4
344,2008,Capital Lights,Outrage,0.478,0.855,10,-4.881,1,0.0333,0.00665,0.0,0.492,0.619,164.916,39,37,229867,4
345,2006,Willie Clayton,Beautiful,0.573,0.493,7,-5.408,0,0.0358,0.264,0.0,0.0673,0.357,69.744,25,36,327760,3
346,2013,Ying Quartet,"String Quartet, Op. 11: II. Molto adagio",0.1,0.039,10,-26.611,0,0.0469,0.923,0.876,0.103,0.0322,89.603,50,38,412155,3
347,2010,Sleep Baby Sleep,Frere Jacque,0.647,0.0669,0,-17.739,1,0.154,0.995,0.93,0.173,0.799,61.375,36,68,82208,4
348,2007,Kelly Clarkson,Irvine,0.49,0.234,8,-11.565,1,0.07,0.425,0.0,0.727,0.123,119.895,28,79,525827,4
349,2015,Alabama Shakes,Future People,0.381,0.768,6,-4.314,0,0.0526,0.0997,0.125,0.0954,0.51,154.213,50,66,201612,4
350,2003,Various Artists,Calm Like A Bomb,0.314,0.97,7,-5.449,1,0.477,0.0105,5.13e-06,0.116,0.372,149.969,28,8,298867,4
351,2004,Deb Talan,Rocks and Water,0.598,0.474,10,-7.495,1,0.024,0.512,0.0,0.181,0.62,90.025,29,31,222787,4
352,2014,Tmsoft’s White Noise Sleep Sounds,Running Water,0.383,0.998,6,-21.898,0,0.0684,0.755,0.857,0.968,0.00693,106.648,46,57,590000,4
353,2005,Leo Dan,"Tú Llegaste, Cuando Menos Te Esperaba",0.269,0.524,2,-7.522,1,0.0293,0.481,0.00116,0.109,0.595,164.732,28,66,200800,4
354,2004,Emerson Drive,The Devil Went Down To Georgia - Live,0.439,0.86,7,-6.324,1,0.0653,0.011,0.00162,0.934,0.476,144.845,24,48,290533,4
355,2014,Slaptop,Sunrise,0.842,0.71,7,-5.876,0,0.0679,0.0209,0.00276,0.1,0.743,126.017,44,40,214762,4
356,2002,Bon Jovi,You Had Me From Hello,0.685,0.398,2,-8.831,1,0.0244,0.442,7.72e-06,0.132,0.227,104.978,34,80,229493,4
357,2015,Kweku Collins,Lonely Lullabies,0.558,0.827,9,-6.595,0,0.14,0.0822,0.000175,0.319,0.156,150.156,51,51,205984,4
358,2015,Jazmine Sullivan,Let It Burn,0.559,0.56,8,-7.508,0,0.0375,0.264,0.0,0.112,0.425,79.016,55,64,223093,4
359,2010,Steven Halpern,2nd Chakra: D 3.0,0.2,0.016,2,-24.708,1,0.0427,0.984,0.953,0.128,0.0333,66.036,33,56,206947,4
360,2010,Deftones,You've Seen the Butcher,0.461,0.898,11,-4.302,1,0.0505,1.47e-05,0.563,0.203,0.394,118.479,47,69,211147,4
361,2003,Nujabes,Highs 2 Lows (feat. Cise Starr from CYNE),0.766,0.848,7,-7.296,1,0.111,0.541,1.08e-05,0.0851,0.676,100.995,39,61,277960,4
